figure	published	ID	Nt	density	evaporation	plate_ID	set	person	organism	strain	genotype	included	sep_2a	marker	Environment	lineage	phi	mmss	mutation_rate	N0	background	luminescence	SD_Nt	cell_count	Competition_time	V	C_plates	environment_Glc	environment_YP	SD_mutation_rate	Lnet_per_cell	SD_mmss_plates	Nt_N0_strain	generations	generation_time	Wabs	coefficient_of_variation	N0_Nt	Luminescence_gross	background_per_cell	background_per_Lnet	mmss_per_V	DNA_repair	Ne	mutation_supply	believed_plastic	occurrence_in_table	genotype_marker	sep_2b	nominal_growth_rate	Growth period	m_per_Vt
2a	no	H35_04	72839496.5	75833333.3	0.96052083	127	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99987507	1.115	15.3076291	9100	540895	1693871.67	9704746.83		24	1	14	80		0.13862006	0.02325485	0.31635921	8004.34028	12.9665668	111.05484	12.9665668	28.3730237	0.00012493	2234766.67	0.00742585	0.31932466	1.115		63551.8875	0.00097283	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.365447884	0.0834240655
2a	no	H35_05	130470747	135833333	0.96052083	127	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc125	1	0.99991914	1.273	9.75697644	10550	875866.333	2654377	13225340.6		24	1	14	125		0.15974886	0.02034461	0.30342483	12366.8954	13.5941958	105.927561	13.5941958	23.8354151	8.0861e-5	3530243.33	0.00671312	0.32997059	1.273		76987.6855	0.00075117	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.012384145	0.0908482088
2a	no	H35_06	75126562.5	77500000	0.969375	128	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99985957	1.721	22.9080094	10550	585089.667	1768833.67	4197516.88		24	1	15	80		0.11794905	0.02354472	0.26657504	7121.00118	12.7978644	112.518773	12.7978644	15.4895434	0.00014043	2353923.33	0.00778805	0.3307771	1.721		72789.0753	0.00166745	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.191555807	0.1304622461
2a	no	H35_07	127634375	131666667	0.969375	128	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc125	1	0.99991695	1.222	9.57422325	10600	1192820	3406843.33	25223937.2		24	1	15	125		0.15525402	0.02669221	0.29693612	12040.9788	13.555665	106.22865	13.555665	24.2991915	0.00008305	4599663.33	0.0093456	0.3501247	1.222		77148.4253	0.00073864	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.972668151	0.0874564533
2a	no	H35_08	231034375	238333333	0.969375	128	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99995931	1.284	5.55761453	9400	1633453.33	5630653.33	21855769.9		24	1	14	250		0.1907358	0.0243715	0.3026036	24578.125	14.5850872	98.730983	14.5850872	23.5672585	4.06866e-5	7264106.67	0.00707017	0.29010014	1.284		73251.4915	0.0004071	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	15.033757712	0.0854077886
2a	no	H35_09	61393750	63333333.3	0.969375	128	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99983549	0.924	15.0503919	10100	494434	1817432.67	12436115.4		24	1	15	80		0.13463653	0.02960289	0.32426777	6078.58911	12.5695208	114.56284	12.5695208	35.0939148	0.00016451	2311866.67	0.00805349	0.27205079	0.924		68532.0635	0.00103143	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	12.956187847	0.0713172741
2a	no	H35_10	253653125	261666667	0.969375	128	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99995624	1.154	4.54952014	11100	1975733.33	5247223.33	49921243.9		24	1	16	250		0.19002771	0.02068661	0.29273946	22851.6329	14.4800096	99.4474476	14.4800096	25.3673709	0.00004376	7222956.67	0.00778911	0.3765293	1.154		85916.0462	0.00039088	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.925447683	0.0773176138
2a	no	H35_11	78480902.8	83333333.3	0.94177083	129	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99986557	1.483	18.8963168	10550	563642.333	1522554.33	15676548.1		24	1	13	80		0.13461877	0.01940032	0.30009237	7438.94813	12.8608829	111.967429	12.8608829	20.2354934	0.00013443	2086196.67	0.0071819	0.37019522	1.483		73121.2413	0.00138172	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.256512947	0.1118695396
2a	no	H35_12	125569444	133333333	0.94177083	129	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc125	1	0.99992514	2.171	17.2892379	9400	828583.667	2202226.33	27288341.4		24	1	13	125		0.13844109	0.01753792	0.26614393	13358.4515	13.7054652	105.067576	13.7054652	12.259048	7.4859e-5	3030810	0.00659861	0.37624819	2.171		69118.4168	0.001195	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.12707646	0.1536765237
2a	no	H35_13	237797135	252500000	0.94177083	129	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99996468	1.553	6.53077674	8400	1581696.67	5554860	10789340.3		24	1	14	250		0.18128345	0.02335966	0.28500538	28309.1828	14.7889825	97.369782	14.7889825	18.3519242	3.53242e-5	7136556.67	0.00665145	0.28474105	1.553		66314.9518	0.00043309	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	15.243925236	0.1018766476
2a	no	H35_14	111835286	118750000	0.94177083	129	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc125	1	0.99991103	2.119	18.9475081	9950	850500	2197650	48280109.3		24	1	14	125		0.12961139	0.01965077	0.25842875	11239.7273	13.4563194	107.012918	13.4563194	12.1957879	0.00008897	3048150	0.00760493	0.3870043	2.119		71923.5773	0.00136277	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.870266415	0.1527728406
2a	no	H35_15	240936372	255833333	0.94177083	129	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99995642	2.206	9.15594431	10500	1594700	5646510	17671278.4		24	1	13	250		0.16913283	0.02343569	0.26480652	22946.3211	14.4859752	99.4064932	14.4859752	12.0039221	0.00004358	7241210	0.00661876	0.28242224	2.206		81303.2484	0.00074441	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.931596811	0.1477403943
3a	no	BB110_11	25746875	55000000	0.93625	13	BB110	R	Escherichia coli	BW25113	mutT1	included	included_Nal30	Nal30	Glc50	1	0.99997864	0.454	17.6332079	550	535130.33	1698576.33	4054081.42		24	0.5	17	50		0.1203143	0.06597214	0.38101233	46812.5	15.5146062	92.8157623	15.5146062	83.9234215	2.13618e-5	2233706.7	0.02078428	0.31504638	0.908		4541.56817	8.00824e-5	non-plastic	1	mutT1_Nal30	included_mutT1	0.9701558	15.991870783	0.056778848
3a	no	BB110_12	84652604.2	180833330	0.93625	13	BB110	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc175	2	0.99999262	1.951	23.047135	625	4208306.7	8167360	13962241.8		24	0.5	16	175		0.11398606	0.09648091	0.24811045	135444.167	17.0473387	84.4706627	17.0473387	12.7170913	7.38312e-6	12375667	0.04971267	0.51525911	3.902		5639.81436	0.00012998	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	17.571753666	0.2220609322
3a	no	BB110_13	104547917	223333330	0.93625	13	BB110	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc200	2	0.99999426	1.567	14.9883427	600	4585950	10000170	4430731.62		24	0.5	16	200		0.13053101	0.09565155	0.26584553	174246.528	17.4107704	82.7074258	17.4107704	16.965254	5.739e-6	14586120	0.04386458	0.4585872	3.134		5523.24787	8.27843e-5	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	17.946365297	0.1746314615
3a	no	BB110_14	83482291.7	178333330	0.93625	13	BB110	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc225	2	0.99999072	3.16	37.8523389	775	4087323.3	8845163.33	12403840.3		24	0.5	16	225		0.09749378	0.10595257	0.21314476	107719.086	16.7169144	86.1402989	16.7169144	6.74508744	9.28341e-6	12932487	0.04896036	0.46209699	6.32		6865.33792	0.00025987	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	17.231164694	0.3667772964
3a	no	BB110_15	106498438	227500000	0.93625	13	BB110	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc250	2	0.99999225	2.928	27.4933611	825	4426203.3	9492930	24576562.5		24	0.5	16	250		0.10782497	0.0891368	0.21832638	129089.015	16.9780067	84.8156102	16.9780067	7.45650197	7.74659e-6	13919133	0.0415612	0.46626314	5.856		7415.9567	0.00020389	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	17.500288834	0.3346230485
2a	no	H35_16	63118923.6	71666666.7	0.88072917	130	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.9998384	1.976	31.3059838	10200	529451.667	1836735	11298877.7		24	1	14	80		0.1106495	0.02909959	0.26417954	6188.12977	12.5952877	114.328472	12.5952877	13.3694101	0.0001616	2366186.67	0.00838816	0.28825697	1.976		69341.9126	0.00217082	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	12.982747447	0.1522019902
2a	no	H35_17	112292969	127500000	0.88072917	130	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc125	1	0.99990872	1.384	12.3249035	10250	808485.333	3470554.67	14438318.4		24	1	14	125		0.14841413	0.03090625	0.29553859	10955.4116	13.4193561	107.307682	13.4193561	21.3539446	0.00009128	4279040	0.00719979	0.23295565	1.384		73902.7647	0.00091084	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.832165994	0.1000566361
2a	no	H35_18	200365885	227500000	0.88072917	130	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99995234	1.446	7.2167974	9550	1505153.33	5643803.33	51918218.7		24	1	15	250		0.16971176	0.02816749	0.28160311	20980.721	14.3567766	100.301066	14.3567766	19.4746273	4.76628e-5	7148956.67	0.00751202	0.26669132	1.446		73330.4471	0.00052921	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.798423754	0.0977131095
2a	no	H35_19	75595920.1	85833333.3	0.88072917	130	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99987102	1.484	19.630689	9750	565460.667	2034186	13271958.3		24	1	13	80		0.13301166	0.02690867	0.30002865	7753.42771	12.9206185	111.449773	12.9206185	20.2175643	0.00012898	2599646.67	0.00748004	0.27797884	1.484		67867.4865	0.00133229	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.318086163	0.1114274215
2a	no	H35_20	206971354	235000000	0.88072917	130	H35	H	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99995217	1.706	8.24268656	9900	1549486.67	6599670	15412760.4		24	1	12	250		0.1819633	0.03188688	0.29886295	20906.1974	14.3516431	100.336944	14.3516431	17.5183438	4.78327e-5	8149156.67	0.00748648	0.23478245	1.706		75992.5445	0.00062638	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.793132252	0.1153237848
2a	no	K2_01	162052865	197500000	0.82052083	131	K2	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99993274	1.721	10.6199912	10900	846666.667	3686666.67	122203212		24	1	16	80		0.14549464	0.02274978	0.25811017	14867.2353	13.8598488	103.897238	13.8598488	14.9976859	6.7262e-5		0.00522463		1.721		80988.9938	0.0008601	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.286209258	0.1204658261
2a	no	K2_02	343934983	419166667	0.82052083	131	K2	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99994563	2.712	7.88521126	18700	1333333.33	6800000	146151975		24	1	16	250		0.15980115	0.01977118	0.22366079	18392.2451	14.16681	101.646031	14.16681	8.24707913	0.00005437		0.0038767		2.712		141813.64	0.00111823	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	14.602613286	0.1857201822
2a	no	K4_01	23969444	26666666.7	0.89885417	132	K4	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc70	1	0.99928868	1.061	44.2646897	17050	203333.333	800000	4677785.39		24	1	17	70		0.09003338	0.03337583	0.29161596	1405.83249	10.457209	137.704047	10.457209	27.4850099	0.00071132		0.00848302		1.061		97709.5097	0.00432508	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	10.778896534	0.0984330814
2a	no	K4_02	65915972	73333333.3	0.89885417	132	K4	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc80	1	0.99976182	1.139	17.2795753	15700	400000	1333333.33	31486636.1		24	1	16	80		0.12481109	0.02022777	0.29394842	4198.46955	12.0356478	119.644578	12.0356478	25.807587	0.00023818		0.00606833		1.139		102342.106	0.00176843	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	12.405891724	0.0918112156
2a	no	K4_03	143067622	159166667	0.89885417	132	K4	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99985986	2.254	15.7547876	20050	703333.333	2796666.67	50113303.1		24	1	16	250		0.12849645	0.01954787	0.23708038	7135.54224	12.8008074	112.492905	12.8008074	10.5182068	0.00014014		0.00491609		2.254		138363.221	0.00217988	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.194589314	0.1708275981
2a	no	K5_01	108735417	126666667	0.8584375	133	K5	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99990987	1.442	13.2615484	9800	1820000	9313333.33	49608354.7		24	1	16	250		0.13566222	0.08565133	0.27289906	11095.4507	13.4376807	107.16135	13.4376807	18.9250389	9.0127e-5		0.01673788		1.442		70748.0083	0.00093823	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	13.851054287	0.1041075986
2a	no	K6_01	53755382	59166666.7	0.90854167	134	K6	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc60	1	0.99953028	0.627	11.6639484	25250	220000	1413333.33	20609749.2		24	1	17	60		0.1370425	0.02629194	0.34416948	2128.92602	11.0559101	130.247079	11.0559101	54.8914637	0.00046972		0.00409261		0.627		152241.994	0.00177574	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	11.396015054	0.0550192323
2a	no	K6_02	179436979	197500000	0.90854167	134	K6	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99983532	2.696	15.0247737	29550	750000	3683333.33	50227236.9		24	1	16	250		0.13043123	0.02052717	0.22407806	6072.31739	12.5680315	114.576416	12.5680315	8.31150068	0.00016468		0.00417974		2.696		200485.188	0.00301224	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	12.954652733	0.2081105573
2a	no	K7_01	43260938	45000000	0.96135417	135	K7	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc60	1	0.99924643	0.932	21.5436845	32600	704468	1740548.67	16823697.9		24	1	17	60		0.1129577	0.04023372	0.30377051	1327.02264	10.3739773	138.808864	10.3739773	32.5934028	0.00075357		0.01628416		0.932		185469.457	0.0039957	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	10.693104414	0.0871589731
2a	no	K7_02	163430208	170000000	0.96135417	135	K7	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc250	1	0.99969804	1.778	10.8792617	49350	2507880	6091553.33	57430351.7		24	1	16	250		0.14439338	0.03727312	0.25547452	3311.65568	11.693337	123.147054	11.693337	14.3686457	0.00030196		0.01534527		1.778		313258.056	0.00340802	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	12.05305062	0.1475145219
2a	no	K7_06	63520313	67500000	0.94104167	136	K7	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc60	1	0.99938524	1.709	26.9047793	39050	135387.5	1718182.5	3327084.72		24	1	16	60		0.1085625	0.02704934	0.2586797	1626.64054	10.6676798	134.987179	10.6676798	15.1363195	0.00061476		0.0021314		1.709		227885.572	0.00613121	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	10.995841861	0.155422388
2a	no	K7_11	79439583	85000000	0.93458333	137	K7	K	Escherichia coli	MG1665	MG1665	included	included_Rif50	Rif50	Glc60	1	0.9995141	0.984	12.386772	38600	592344	1841902.67	30373958.3		24	1	16	60		0.13860991	0.02318621	0.30780994	2058.02028	11.0070415	130.825345	11.0070415	31.281498	0.0004859		0.00745653		0.984		231792.291	0.00287116	plastic	1	MG1665_Rif50	included_MG1665	0.9701558	11.34564313	0.0867293276
2b	no	BB101_21	471666667	47166667	1	138	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc8000	1	0.99989293	14.459516	30.6562176	50500	15133800	66743500	13864422.2		72	10	15	8000	1	0.10760615	0.14150565	0.13634588	9339.934	13.1891966	327.540799	4.39639888	0.94294914	0.00010707	81877300	0.0320858	0.22674568	1.4459516		358297.015	0.01098403	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	10.9909972	0.1315578172
2b	no	BB103_21	240833333	48166667	1	139	BB103	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	1%YP_Glc8000	1	0.99986609	1.1201513	4.65114727	32250	24619600	34957250	32627953		72	5	13	8000	1	0.20935483	0.14515121	0.32782514	7467.70025	12.8664483	335.756994	4.2888161	29.2661483	0.00013391	59576850	0.10222671	0.70427737	0.22403026		223611.95	0.00104005	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	10.722040253	0.0208943685
2a	no	BB110_16	190735417	136666667	0.93041667	14	BB110	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc50	1	0.99996107	0.397	2.08141732	7425	31709	2342547.67	22701261		24	1.5	17	50		0.23584599	0.01228166	0.39745926	25688.2716	14.6488222	98.3014183	14.6488222	100.115682	3.89283e-5	2374256.67	0.00016625	0.01353612	0.26466667		58097.4503	0.00012093	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	15.099453311	0.0175282284
2a	no	BB110_17	180268229	129166667	0.93041667	14	BB110	R	Pseudomonas aeruginosa	PAO1	PAO1	excluded	excluded_Rif50	Rif50	Glc60	1	0.99996339	0.211	1.17047802	6600	34266.3	3189267.03	63317913.3		24	1.5	16	60		0.29143497	0.01769179	0.49995063	27313.368	14.7373196	97.7111197	14.7373196	236.943429	3.66121e-5	3223533.33	0.00019009	0.01074426	0.14066667		51934.1553	6.07878e-5	non-plastic	1	PAO1_Rif50	excluded_PAO1	0.9701558	15.19067309	0.0092600681
2a	no	BB110_18	268657813	192500000	0.93041667	14	BB110	R	Pseudomonas aeruginosa	PAO1	PAO1	excluded	excluded_Rif50	Rif50	Glc70	1	0.99997878	0.29	1.07944004	5700	38236.6667	3340566.67	42874317.8		24	1.5	15	70		0.30876845	0.01243428	0.46712713	47132.9496	15.5244483	92.7569191	15.5244483	161.07832	2.12166e-5	3378803.33	0.00014232	0.01144616	0.19333333		47095.208	5.08365e-5	non-plastic	1	PAO1_Rif50	excluded_PAO1	0.9701558	16.002015707	0.0120818112
2a	no	BB110_19	300059375	215000000	0.93041667	14	BB110	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc80	1	0.99997775	0.496	1.65300618	6675	36633	3911197	68726560.8		24	1.5	16	80		0.26140846	0.01303474	0.38194372	44952.7154	15.4561206	93.1669746	15.4561206	77.0047815	2.22456e-5	3947830	0.00012209	0.00936619	0.33066667		54922.9496	9.0788e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	15.931586085	0.0207554141
2a	no	BB110_20	452415104	324166667	0.93041667	14	BB110	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99998806	0.74	1.63566599	5400	45821.4667	6666891.87	82664523.2		24	1.5	16	250		0.26227826	0.01473623	0.33671937	83780.5748	16.3543282	88.0500859	16.3543282	45.5026181	1.19359e-5	6712713.33	0.00010128	0.00687299	0.49333333		46856.9802	7.66424e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.857424511	0.0292650478
2a	no	H33_01	1366666667	136666667	1	140	H33	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc80	1	0.9999944	0.731	0.53487805	7650	510362	2937754.67	232289331		24	10	15	80		0.38520348	0.00214958	0.34910533	178649.237	17.4467702	82.5367665	17.4467702	47.7572277	5.59756e-6	3448116.67	0.00037344	0.17372519	0.0731		70559.1052	0.00003774	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	17.983472583	0.0040648434
2a	no	H33_02	2200000000	220000000	1	140	H33	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc125	1	0.99999568	0.88	0.4	9500	643856.333	4023593.67	350000000		24	10	15	125		0.42212547	0.00182891	0.32928991	231578.947	17.8211446	80.8028908	17.8211446	37.4193074	4.31818e-6	4667450	0.00029266	0.16002022	0.088		89400.6378	0.00003576	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	18.369363539	0.0047905851
2a	no	H33_03	2841666667	284166667	1	140	H33	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc250	1	0.99999683	1.548	0.54475073	9000	2563016.67	5040186.67	477187943		24	10	15	250		0.38299063	0.00177367	0.27562119	315740.741	18.2683809	78.8247195	18.2683809	17.8049866	3.16716e-6	7603203.33	0.00090194	0.50851622	0.1548		86707.8572	4.72342e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	18.830357868	0.0082207678
2a	no	H33_04	1258333333	125833333	1	140	H33	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc80	1	0.99999265	1.048	0.83284768	9250	241017.333	3148129.33	144337567		24	10	15	80		0.33505207	0.00250182	0.31165683	136036.036	17.0536293	84.4395038	17.0536293	29.7382476	7.35099e-6	3389146.67	0.00019154	0.0765589	0.1048		83498.3457	6.95414e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	17.578237792	0.0059619173
2a	no	H33_05	1983333333	198333333	1	140	H33	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc125	1	0.99999551	1.263	0.63680672	8900	656346	4286704	166458203		24	10	15	125		0.36460956	0.00216136	0.29386537	222846.442	17.7656904	81.0551106	17.7656904	23.2672498	4.48739e-6	4943050	0.00033093	0.15311204	0.1263		83507.5189	5.31781e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	18.312203464	0.00689704
2a	no	H33_06	3225000000	322500000	1	140	H33	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc250	1	0.99999729	1.448	0.44899225	8750	1336213.33	5627190	139194109		24	10	15	250		0.40703825	0.00174487	0.28148053	368571.429	18.4915847	77.8732609	18.4915847	19.4392632	2.71318e-6	6963403.33	0.00041433	0.23745659	0.1448		85275.8058	3.82882e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	19.060427936	0.0075968913
2a	no	H34_01	833333333	83333333.3	1	141	H34	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc80	1	0.99999082	1.055	1.266	7650	161896.083	3063316.42	14433756.7		24	10	15	80		0.29364583	0.00367598	0.31100397	108932.462	16.7330744	86.0571085	16.7330744	29.4790494	0.00000918	3225212.5	0.00019428	0.05284994	0.1055		67829.3375	8.58719e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	17.247821861	0.0061167144
2a	no	H34_02	1216666667	121666667	1	141	H34	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc125	1	0.99999334	0.743	0.61068493	8100	733780.917	3907721.58	255359224		24	10	15	125		0.36945202	0.00321183	0.34731935	150205.761	17.1965806	83.7375773	17.1965806	46.7455387	6.65753e-6	4641502.5	0.00060311	0.18777717	0.0743		73696.405	4.50053e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	17.725586576	0.0041916807
2a	no	H34_03	2700000000	270000000	1	141	H34	H	Escherichia coli	MG1665	MG1665	included	included_Nal30	Nal30	Glc250	1	0.999997	1.233	0.45666667	8100	591563.25	6859470.92	263391344		24	10	15	250		0.404871	0.00254054	0.2960991	333333.333	18.3466061	78.4886313	18.3466061	24.0145257	0.000003	7451034.17	0.0002191	0.08624036	0.1233		78353.8781	3.57816e-5	plastic	1	MG1665_Nal30	included_MG1665	0.9701558	18.910989419	0.0065200185
