Well,Sample,PriorAvg,PostAvg,Post2Avg,PriorRaw,PostRaw,Post2Raw,OD_bc,time,AddH2O2,Strain,Glucose,LB,Catalase,RepNum,Week,Block,CellRemovalMethod,GAIN,Treatment,NetAvg,Repeat,Nutrient,NetFU
C7,Sample X7,1012.3,36136.3,37610.3,1080,35033,36331,8.50E-04,3,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,35124,MG_080_1,Glc,33953
C8,Sample X8,1142.7,34799.7,35470,1082,34128,34375,8.50E-04,3,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,33657,MG_01000_1,Glc,33046
C9,Sample X9,1181,31876.3,32737,1331,32376,33233,0.004,3,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,30695.3,MG_080_2,Glc,31045
C10,Sample X10,1136,28417,29042.3,1153,28048,28737,-0.002,3,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,27281,MG_01000_2,Glc,26895
C11,Sample X11,1413,38655.7,38303.7,1393,38629,37719,NA,3,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37242.7,S_0_.,NA,37236
C12,Sample X12,1225.3,109850,110798,1285,109889,111652,NA,3,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,108624.7,S_0_.,NA,108604
D1,Sample X1,1308.7,37889,38474.3,1306,38831,39079,NA,3,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,36580.3,S_0_.,NA,37525
D2,Sample X2,1604.3,115850.7,115713,1639,121329,118855,NA,3,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,114246.4,S_0_.,NA,119690
D3,Sample X3,1217.7,31632.7,31470,1182,31320,31363,0.008,3,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,30415,blank2_00_1,LB,30138
D4,Sample X4,1142,37116,36245,1040,39303,36636,0.013,3,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,35974,blank5_00_1,LB,38263
D5,Sample X5,1235,25548.7,26944,1159,25753,27154,0.002,3,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,24313.7,hpx2_00_1,LB,24594
D6,Sample X6,1126.7,32993,34047.7,1245,33495,34254,0.004,3,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,31866.3,hpx5_00_1,LB,32250
D7,Sample X7,1012.3,36136.3,37610.3,866,36872,38111,8.50E-04,3,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,35124,MG_080_1,Glc,36006
D8,Sample X8,1142.7,34799.7,35470,1017,34313,34671,8.50E-04,3,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,33657,MG_01000_1,Glc,33296
D9,Sample X9,1181,31876.3,32737,1093,31463,32555,0.004,3,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,30695.3,MG_080_2,Glc,30370
D10,Sample X10,1136,28417,29042.3,1110,28472,30034,-0.002,3,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,27281,MG_01000_2,Glc,27362
D11,Sample X11,1413,38655.7,38303.7,1476,39099,39125,NA,3,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37242.7,S_0_.,NA,37623
D12,Sample X12,1225.3,109850,110798,1148,111574,110708,NA,3,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,108624.7,S_0_.,NA,110426
F1,Sample X1,1369.7,39707.7,39737,1382,40641,40074,NA,6,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,38338,S_0_.,NA,39259
F2,Sample X2,1624.7,122334.7,118507,1736,125657,122592,NA,6,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,120710,S_0_.,NA,123921
F3,Sample X3,1383.3,32434.7,32414.3,1393,33169,33270,-0.005,6,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,31051.4,blank2_00_1,LB,31776
F4,Sample X4,1531.7,32682.7,32373.7,1618,32445,31652,-0.005,6,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,31151,blank5_00_1,LB,30827
F5,Sample X5,1613,30454,30671.3,1477,31066,31650,-0.008,6,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,28841,hpx2_00_1,LB,29589
F6,Sample X6,1374.7,31339,31514,1284,32542,31705,-2.00E-04,6,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,29964.3,hpx5_00_1,LB,31258
F7,Sample X7,1379.3,23855.3,23463.7,1223,23752,24148,-0.001,6,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,22476,MG_080_1,Glc,22529
F8,Sample X8,1430.3,26027.7,26195,1289,26371,26807,-0.006,6,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,24597.4,MG_01000_1,Glc,25082
F9,Sample X9,1477.3,36090,36256.3,1681,37950,37512,-0.004,6,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,34612.7,MG_080_2,Glc,36269
F10,Sample X10,1288,35188.7,35011.7,1236,36113,34503,0.004,6,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,33900.7,MG_01000_2,Glc,34877
F11,Sample X11,1341,39029.3,39195.7,1343,38997,39556,NA,6,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37688.3,S_0_.,NA,37654
F12,Sample X12,1259.3,118244.7,117527.7,1162,119726,119409,NA,6,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,116985.4,S_0_.,NA,118564
G1,Sample X1,1369.7,39707.7,39737,1373,40020,39740,NA,6,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,38338,S_0_.,NA,38647
G2,Sample X2,1624.7,122334.7,118507,1569,122566,118816,NA,6,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,120710,S_0_.,NA,120997
G3,Sample X3,1383.3,32434.7,32414.3,1372,32498,32097,-0.005,6,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,31051.4,blank2_00_1,LB,31126
G4,Sample X4,1531.7,32682.7,32373.7,1536,33220,32564,-0.005,6,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,31151,blank5_00_1,LB,31684
G5,Sample X5,1613,30454,30671.3,1817,32052,30869,-0.008,6,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,28841,hpx2_00_1,LB,30235
G6,Sample X6,1374.7,31339,31514,1524,31086,31260,-2.00E-04,6,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,29964.3,hpx5_00_1,LB,29562
G7,Sample X7,1379.3,23855.3,23463.7,1634,24581,23444,-0.001,6,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,22476,MG_080_1,Glc,22947
G8,Sample X8,1430.3,26027.7,26195,1617,26400,26173,-0.006,6,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,24597.4,MG_01000_1,Glc,24783
G9,Sample X9,1477.3,36090,36256.3,1550,36444,36880,-0.004,6,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,34612.7,MG_080_2,Glc,34894
G10,Sample X10,1288,35188.7,35011.7,1433,35667,36101,0.004,6,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,33900.7,MG_01000_2,Glc,34234
G11,Sample X11,1341,39029.3,39195.7,1400,38329,40101,NA,6,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37688.3,S_0_.,NA,36929
G12,Sample X12,1259.3,118244.7,117527.7,1317,119714,118303,NA,6,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,116985.4,S_0_.,NA,118397
H1,Sample X1,1369.7,39707.7,39737,1354,38462,39397,NA,6,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,38338,S_0_.,NA,37108
H2,Sample X2,1624.7,122334.7,118507,1569,118781,114113,NA,6,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,120710,S_0_.,NA,117212
H3,Sample X3,1383.3,32434.7,32414.3,1385,31637,31876,-0.005,6,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,31051.4,blank2_00_1,LB,30252
H4,Sample X4,1531.7,32682.7,32373.7,1441,32383,32905,-0.005,6,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,31151,blank5_00_1,LB,30942
H5,Sample X5,1613,30454,30671.3,1545,28244,29495,-0.008,6,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,28841,hpx2_00_1,LB,26699
H6,Sample X6,1374.7,31339,31514,1316,30389,31577,-2.00E-04,6,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,29964.3,hpx5_00_1,LB,29073
H7,Sample X7,1379.3,23855.3,23463.7,1281,23233,22799,-0.001,6,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,22476,MG_080_1,Glc,21952
H8,Sample X8,1430.3,26027.7,26195,1385,25312,25605,-0.006,6,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,24597.4,MG_01000_1,Glc,23927
H9,Sample X9,1477.3,36090,36256.3,1201,33876,34377,-0.004,6,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,34612.7,MG_080_2,Glc,32675
H10,Sample X10,1288,35188.7,35011.7,1195,33786,34431,0.004,6,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,33900.7,MG_01000_2,Glc,32591
H11,Sample X11,1341,39029.3,39195.7,1280,39762,37930,NA,6,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37688.3,S_0_.,NA,38482
H12,Sample X12,1259.3,118244.7,117527.7,1299,115294,114871,NA,6,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,116985.4,S_0_.,NA,113995
B1,Sample X1,1218,35929,36359.3,1253,36493,36852,NA,12,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,34711,S_0_.,NA,35240
B2,Sample X2,1148.7,111594.7,109946,963,104421,104680,NA,12,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,110446,S_0_.,NA,103458
B3,Sample X3,1148.7,25450.3,26362.3,980,25004,26500,0.004,12,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,24301.6,blank2_00_1,LB,24024
B4,Sample X4,1218.3,30575.7,30282.3,1125,29756,29944,0.006,12,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,29357.4,blank5_00_1,LB,28631
B5,Sample X5,1074.3,26370,26926,985,25537,26498,0.01,12,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,25295.7,hpx2_00_1,LB,24552
B6,Sample X6,1105,27427,27615.3,1012,26895,27611,0.016,12,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,26322,hpx5_00_1,LB,25883
B7,Sample X7,1056.3,20807.7,21228,970,19766,20612,0.006,12,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,19751.4,MG_080_1,Glc,18796
B8,Sample X8,1167,21246.3,21952,1035,19942,21225,0.006,12,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,20079.3,MG_01000_1,Glc,18907
B9,Sample X9,1276.7,22010,22685,1227,22159,21709,0.008,12,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,20733.3,MG_080_2,Glc,20932
B10,Sample X10,1107.7,23541,24128.7,1058,23442,24399,0.004,12,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,22433.3,MG_01000_2,Glc,22384
B11,Sample X11,1273.7,34645.7,34578,913,33666,32323,NA,12,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,33372,S_0_.,NA,32753
B12,Sample X12,1013.3,105470,105146.3,791,104034,103449,NA,12,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,104456.7,S_0_.,NA,103243
C1,Sample X1,1218,35929,36359.3,1167,35382,36022,NA,12,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,34711,S_0_.,NA,34215
C2,Sample X2,1148.7,111594.7,109946,1061,114899,110865,NA,12,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,110446,S_0_.,NA,113838
C3,Sample X3,1148.7,25450.3,26362.3,1187,25733,26004,0.004,12,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,24301.6,blank2_00_1,LB,24546
C4,Sample X4,1218.3,30575.7,30282.3,1332,29976,30190,0.006,12,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,29357.4,blank5_00_1,LB,28644
C5,Sample X5,1074.3,26370,26926,1224,27256,27500,0.01,12,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,25295.7,hpx2_00_1,LB,26032
C6,Sample X6,1105,27427,27615.3,1206,28261,27957,0.016,12,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,26322,hpx5_00_1,LB,27055
C7,Sample X7,1056.3,20807.7,21228,1106,21467,21091,0.006,12,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,19751.4,MG_080_1,Glc,20361
C8,Sample X8,1167,21246.3,21952,1304,22532,22788,0.006,12,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,20079.3,MG_01000_1,Glc,21228
C9,Sample X9,1276.7,22010,22685,1336,22461,23153,0.008,12,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,20733.3,MG_080_2,Glc,21125
C10,Sample X10,1107.7,23541,24128.7,1147,23518,24306,0.004,12,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,22433.3,MG_01000_2,Glc,22371
C11,Sample X11,1273.7,34645.7,34578,1350,34304,35207,NA,12,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,33372,S_0_.,NA,32954
C12,Sample X12,1013.3,105470,105146.3,986,105919,103860,NA,12,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,104456.7,S_0_.,NA,104933
D1,Sample X1,1218,35929,36359.3,1234,35912,36204,NA,12,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,34711,S_0_.,NA,34678
D2,Sample X2,1148.7,111594.7,109946,1422,115464,114293,NA,12,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,110446,S_0_.,NA,114042
D3,Sample X3,1148.7,25450.3,26362.3,1279,25614,26583,0.004,12,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,24301.6,blank2_00_1,LB,24335
D4,Sample X4,1218.3,30575.7,30282.3,1198,31995,30713,0.006,12,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,29357.4,blank5_00_1,LB,30797
D5,Sample X5,1074.3,26370,26926,1014,26317,26780,0.01,12,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,25295.7,hpx2_00_1,LB,25303
D6,Sample X6,1105,27427,27615.3,1097,27125,27278,0.016,12,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,26322,hpx5_00_1,LB,26028
D7,Sample X7,1056.3,20807.7,21228,1093,21190,21981,0.006,12,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,19751.4,MG_080_1,Glc,20097
D8,Sample X8,1167,21246.3,21952,1162,21265,21843,0.006,12,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,20079.3,MG_01000_1,Glc,20103
D9,Sample X9,1276.7,22010,22685,1267,21410,23193,0.008,12,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,20733.3,MG_080_2,Glc,20143
D10,Sample X10,1107.7,23541,24128.7,1118,23663,23681,0.004,12,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,22433.3,MG_01000_2,Glc,22545
D11,Sample X11,1273.7,34645.7,34578,1558,35967,36204,NA,12,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,33372,S_0_.,NA,34409
D12,Sample X12,1013.3,105470,105146.3,1263,106457,108130,NA,12,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,104456.7,S_0_.,NA,105194
F1,Sample X1,1521,41195,41025,1777,43108,42042,NA,24,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,39674,S_0_.,NA,41331
F2,Sample X2,1527,119750,121369,1570,118494,120264,NA,24,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,118223,S_0_.,NA,116924
F3,Sample X3,1178.3,33072,33774.7,1224,33413,33931,0.002,24,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,31893.7,blank2_00_1,LB,32189
F4,Sample X4,1292.7,38340.3,38661,1352,38926,39022,-8.00E-04,24,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,37047.6,blank5_00_1,LB,37574
F5,Sample X5,1095.3,20009.3,20762.3,1168,20550,21141,0.02,24,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,18914,hpx2_00_1,LB,19382
F6,Sample X6,1228.3,17878,18029.3,1232,18036,18544,0.034,24,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,16649.7,hpx5_00_1,LB,16804
F7,Sample X7,1139,17137.3,17065.7,1368,17550,17135,0.048,24,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,15998.3,MG_080_1,Glc,16182
F8,Sample X8,1260,10591,11373.3,1433,11065,11405,0.107,24,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,9331,MG_01000_1,Glc,9632
F9,Sample X9,1406.3,23116,23225,1654,23889,24255,0.032,24,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,21709.7,MG_080_2,Glc,22235
F10,Sample X10,1222.3,12250.7,12083.7,1433,12426,12184,0.129,24,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,11028.4,MG_01000_2,Glc,10993
F11,Sample X11,1483.3,39053.3,40164,1347,39122,40274,NA,24,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37570,S_0_.,NA,37775
F12,Sample X12,1413,118028,117060.7,1290,115597,117563,NA,24,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,116615,S_0_.,NA,114307
G1,Sample X1,1521,41195,41025,1488,40907,40261,NA,24,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,39674,S_0_.,NA,39419
G2,Sample X2,1527,119750,121369,1638,118572,119350,NA,24,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,118223,S_0_.,NA,116934
G3,Sample X3,1178.3,33072,33774.7,1163,33408,33857,0.002,24,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,31893.7,blank2_00_1,LB,32245
G4,Sample X4,1292.7,38340.3,38661,1326,38839,38422,-8.00E-04,24,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,37047.6,blank5_00_1,LB,37513
G5,Sample X5,1095.3,20009.3,20762.3,1076,20103,20888,0.02,24,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,18914,hpx2_00_1,LB,19027
G6,Sample X6,1228.3,17878,18029.3,1355,18414,18737,0.034,24,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,16649.7,hpx5_00_1,LB,17059
G7,Sample X7,1139,17137.3,17065.7,1067,17764,17015,0.048,24,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,15998.3,MG_080_1,Glc,16697
G8,Sample X8,1260,10591,11373.3,1200,10822,11672,0.107,24,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,9331,MG_01000_1,Glc,9622
G9,Sample X9,1406.3,23116,23225,1367,23143,23605,0.032,24,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,21709.7,MG_080_2,Glc,21776
G10,Sample X10,1222.3,12250.7,12083.7,1134,12163,12421,0.129,24,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,11028.4,MG_01000_2,Glc,11029
G11,Sample X11,1483.3,39053.3,40164,1619,38713,39437,NA,24,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37570,S_0_.,NA,37094
G12,Sample X12,1413,118028,117060.7,1476,118571,116951,NA,24,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,116615,S_0_.,NA,117095
H1,Sample X1,1521,41195,41025,1298,39570,40772,NA,24,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,39674,S_0_.,NA,38272
H2,Sample X2,1527,119750,121369,1373,122184,124493,NA,24,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,118223,S_0_.,NA,120811
H3,Sample X3,1178.3,33072,33774.7,1148,32395,33536,0.002,24,0,blank,0,2,0,1,RG8,RG8,syringe,2398,blank2_00,31893.7,blank2_00_1,LB,31247
H4,Sample X4,1292.7,38340.3,38661,1200,37256,38539,-8.00E-04,24,0,blank,0,5,0,1,RG8,RG8,syringe,2398,blank5_00,37047.6,blank5_00_1,LB,36056
H5,Sample X5,1095.3,20009.3,20762.3,1042,19375,20258,0.02,24,0,hpx,0,2,0,1,RG8,RG8,syringe,2398,hpx2_00,18914,hpx2_00_1,LB,18333
H6,Sample X6,1228.3,17878,18029.3,1098,17184,16807,0.034,24,0,hpx,0,5,0,1,RG8,RG8,syringe,2398,hpx5_00,16649.7,hpx5_00_1,LB,16086
H7,Sample X7,1139,17137.3,17065.7,982,16098,17047,0.048,24,0,MG,80,NA,0,1,RG8,RG8,syringe,2398,MG_080,15998.3,MG_080_1,Glc,15116
H8,Sample X8,1260,10591,11373.3,1147,9886,11043,0.107,24,0,MG,1000,NA,0,1,RG8,RG8,syringe,2398,MG_01000,9331,MG_01000_1,Glc,8739
H9,Sample X9,1406.3,23116,23225,1198,22316,21815,0.032,24,0,MG,80,NA,0,2,RG8,RG8,syringe,2398,MG_080,21709.7,MG_080_2,Glc,21118
H10,Sample X10,1222.3,12250.7,12083.7,1100,12163,11646,0.129,24,0,MG,1000,NA,0,2,RG8,RG8,syringe,2398,MG_01000,11028.4,MG_01000_2,Glc,11063
H11,Sample X11,1483.3,39053.3,40164,1484,39325,40781,NA,24,0.05,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,37570,S_0_.,NA,37841
H12,Sample X12,1413,118028,117060.7,1473,119916,116668,NA,24,0.2,S,NA,NA,0,NA,RG8,RG8,syringe,2398,S_0,116615,S_0_.,NA,118443
B1,Sample X1,2158.7,46489.3,46105,2306,45776,46206,NA,0,0.05,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,44330.6,S_0_.,NA,43470
B2,Sample X2,2429.3,133910,134938.7,2571,131905,134599,NA,0,0.2,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,131480.7,S_0_.,NA,129334
B3,Sample X3,6003,34401,34872.7,5618,33254,33765,0.002,0,0,hpx,0,2,0,1,RG9,RG9,syringe,2398,hpx2_00,28398,hpx2_00_1,LB,27636
B4,Sample X4,3569,35814.3,36499.7,3217,33409,34672,4.50E-04,0,0,hpx,0,5,0,1,RG9,RG9,syringe,2398,hpx5_00,32245.3,hpx5_00_1,LB,30192
B5,Sample X5,3833.3,36801,37590.3,3782,35939,37024,0.002,0,0,blank,0,2,0,1,RG9,RG9,syringe,2398,blank2_00,32967.7,blank2_00_1,LB,32157
B6,Sample X6,3119.7,36453.3,37283.3,2930,37250,36399,0.002,0,0,blank,0,5,0,1,RG9,RG9,syringe,2398,blank5_00,33333.6,blank5_00_1,LB,34320
B7,Sample X7,5519,38331,38910,5534,37236,38409,-5.00E-05,0,0,hpx,0,2,0,2,RG9,RG9,syringe,2398,hpx2_00,32812,hpx2_00_2,LB,31702
B8,Sample X8,3319,38413,39060.7,3674,37561,39152,5.00E-05,0,0,hpx,0,5,0,2,RG9,RG9,syringe,2398,hpx5_00,35094,hpx5_00_2,LB,33887
B9,Sample X9,2799.7,30484.7,30897.3,2944,29919,30860,0.002,0,0,blank,0,2,0,2,RG9,RG9,syringe,2398,blank2_00,27685,blank2_00_2,LB,26975
B10,Sample X10,3369.3,35051.7,36103.3,3080,33803,35606,8.50E-04,0,0,blank,0,5,0,2,RG9,RG9,syringe,2398,blank5_00,31682.4,blank5_00_2,LB,30723
B11,Sample X11,2059.7,44236,44124.3,2387,41756,43318,NA,0,0.05,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,42176.3,S_0_.,NA,39369
B12,Sample X12,2327.3,129450,130962.7,2691,122899,129432,NA,0,0.2,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,127122.7,S_0_.,NA,120208
C1,Sample X1,2158.7,46489.3,46105,2231,45287,45436,NA,0,0.05,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,44330.6,S_0_.,NA,43056
C2,Sample X2,2429.3,133910,134938.7,2457,133290,132802,NA,0,0.2,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,131480.7,S_0_.,NA,130833
C3,Sample X3,6003,34401,34872.7,5521,32968,34270,0.002,0,0,hpx,0,2,0,1,RG9,RG9,syringe,2398,hpx2_00,28398,hpx2_00_1,LB,27447
C4,Sample X4,3569,35814.3,36499.7,3634,35503,36248,4.50E-04,0,0,hpx,0,5,0,1,RG9,RG9,syringe,2398,hpx5_00,32245.3,hpx5_00_1,LB,31869
C5,Sample X5,3833.3,36801,37590.3,3471,36094,37552,0.002,0,0,blank,0,2,0,1,RG9,RG9,syringe,2398,blank2_00,32967.7,blank2_00_1,LB,32623
C6,Sample X6,3119.7,36453.3,37283.3,3152,34986,36969,0.002,0,0,blank,0,5,0,1,RG9,RG9,syringe,2398,blank5_00,33333.6,blank5_00_1,LB,31834
C7,Sample X7,5519,38331,38910,6075,38613,38503,-5.00E-05,0,0,hpx,0,2,0,2,RG9,RG9,syringe,2398,hpx2_00,32812,hpx2_00_2,LB,32538
C8,Sample X8,3319,38413,39060.7,3032,38966,39349,5.00E-05,0,0,hpx,0,5,0,2,RG9,RG9,syringe,2398,hpx5_00,35094,hpx5_00_2,LB,35934
C9,Sample X9,2799.7,30484.7,30897.3,2557,30752,30944,0.002,0,0,blank,0,2,0,2,RG9,RG9,syringe,2398,blank2_00,27685,blank2_00_2,LB,28195
C10,Sample X10,3369.3,35051.7,36103.3,2954,35295,35772,8.50E-04,0,0,blank,0,5,0,2,RG9,RG9,syringe,2398,blank5_00,31682.4,blank5_00_2,LB,32341
C11,Sample X11,2059.7,44236,44124.3,1917,45267,44858,NA,0,0.05,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,42176.3,S_0_.,NA,43350
C12,Sample X12,2327.3,129450,130962.7,2186,134231,132285,NA,0,0.2,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,127122.7,S_0_.,NA,132045
D1,Sample X1,2158.7,46489.3,46105,1939,48405,46673,NA,0,0.05,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,44330.6,S_0_.,NA,46466
D2,Sample X2,2429.3,133910,134938.7,2260,136535,137415,NA,0,0.2,S,NA,NA,0,NA,RG9,RG9,syringe,2398,S_0,131480.7,S_0_.,NA,134275
D3,Sample X3,6003,34401,34872.7,6870,36981,36583,0.002,0,0,hpx,0,2,0,1,RG9,RG9,syringe,2398,hpx2_00,28398,hpx2_00_1,LB,30111
D4,Sample X4,3569,35814.3,36499.7,3856,38531,38579,4.50E-04,0,0,hpx,0,5,0,1,RG9,RG9,syringe,2398,hpx5_00,32245.3,hpx5_00_1,LB,34675
